data_fato;hora_fato;data_criacao;tipo_boletim;tipo_incidente;municipio;bairro;tipo_local;ano;mes ;mes_ano;ambiente_web
01/01/2025;14:17:00;01/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;VILA INDEPENDENCIA;VIA PÚBLICA;2025;1;01/2025;0
01/01/2025;22:54:00;02/01/2025;BABU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;SERRA CENTRO;VIA PÚBLICA;2025;1;01/2025;0
01/01/2025;10:40:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;MARIA ORTIZ;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;08:00:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;ILHA DOS AYRES;OUTRO LOCAL;2025;1;01/2025;0
01/01/2025;10:00:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;PINHEIROS;COLINA;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;23:30:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;VILA NOVA;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;18:00:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;MARATAIZES;BARRA DE ITAPEMIRIM;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;02:38:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;JARDIM CARAPINA;RESIDÊNCIA;2025;1;01/2025;0
01/01/2025;15:10:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;NOVA VENECIA;OUTRO LOCAL;ESCRITORIO;2025;1;01/2025;0
01/01/2025;19:00:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;MATA DA PRAIA;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;12:38:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;PRAIA DE ITAPARICA;RESIDÊNCIA;2025;1;01/2025;0
01/01/2025;16:30:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;RESIDENCIAL COQUEIRAL;OUTRO LOCAL;2025;1;01/2025;0
01/01/2025;21:16:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;PRAIA DO CANTO;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;23:00:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;TERRA VERMELHA;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;00:00:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;CARAPINA I;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;13:00:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;BARRAMARES;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;12:28:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;CENTRO;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;15:14:00;07/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;CENTRO VILA VELHA;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;22:27:00;07/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;COLINA DE LARANJEIRAS;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;07:31:00;08/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;19:52:00;08/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;ROSA DA PENHA;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;19:45:00;08/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;PRAIA DA COSTA;VIA PÚBLICA;2025;1;01/2025;0
01/01/2025;Indeterminada;08/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;LINHARES;FARIAS;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;Indeterminada;14/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;MARECHAL FLORIANO;VALE DAS PALMAS;AGÊNCIA BANCÁRIA;2025;1;01/2025;0
01/01/2025;10:00:00;15/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CONCEICAO DA BARRA;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;Indeterminada;17/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SAO MATEUS;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;19:20:00;20/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VENDA NOVA DO IMIGRANTE;SAO JOAO DE VICOSA;OUTRO LOCAL;2025;1;01/2025;0
01/01/2025;12:02:00;30/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;GUACUI;JOREMA;OUTRO LOCAL;2025;1;01/2025;0
01/01/2025;Indeterminada;31/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;DOMINGOS MARTINS;ZONA RURAL;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;02:31:00;01/02/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;OUTRO LOCAL;OUTRO LOCAL;2025;1;01/2025;0
01/01/2025;19:39:00;06/02/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;BOM JESUS DO NORTE;CENTRO;RESIDÊNCIA;2025;1;01/2025;0
01/01/2025;Indeterminada;18/02/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;BARRAMARES;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;Indeterminada;20/02/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SAO MATEUS;OUTRO LOCAL;COMÉRCIO;2025;1;01/2025;0
01/01/2025;Indeterminada;20/02/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;BALNEARIO DE CARAPEBUS;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;12:00:00;20/02/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;ITAPOA;RESIDÊNCIA;2025;1;01/2025;0
01/01/2025;Indeterminada;13/03/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;PLANALTO SERRANO;AGÊNCIA BANCÁRIA;2025;1;01/2025;0
01/01/2025;Indeterminada;14/03/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;TAQUARA I;RESIDÊNCIA;2025;1;01/2025;0
01/01/2025;03:06:00;18/03/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;ARACRUZ;SAUE;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;Indeterminada;25/03/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;MARATAIZES;CIDADE NOVA;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;Indeterminada;25/03/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;PRESIDENTE KENNEDY;CAMPO NOVO I;RESIDÊNCIA;2025;1;01/2025;0
01/01/2025;00:00:00;04/04/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;ITACIBA;OUTRO LOCAL;2025;1;01/2025;0
01/01/2025;Indeterminada;07/04/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CACHOEIRO DE ITAPEMIRIM;OUTRO LOCAL;OUTRO LOCAL;2025;1;01/2025;0
01/01/2025;13:00:00;09/04/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;NOVO BRASIL;OUTRO LOCAL;2025;1;01/2025;0
01/01/2025;Indeterminada;11/04/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;BALNEARIO DE CARAPEBUS;OUTRO LOCAL;2025;1;01/2025;0
01/01/2025;12:00:00;17/04/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;BAIXO GUANDU;SAO JOSE;COMÉRCIO;2025;1;01/2025;0
01/01/2025;00:00:00;23/04/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;OUTRO LOCAL;AGÊNCIA BANCÁRIA;2025;1;01/2025;0
01/01/2025;Indeterminada;02/05/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;ANCHIETA;ALVORADA;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;Indeterminada;02/06/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;CIVIT I;AGÊNCIA BANCÁRIA;2025;1;01/2025;0
01/01/2025;14:30:00;02/06/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;SAO PEDRO;ESCOLA;2025;1;01/2025;0
01/01/2025;09:30:00;02/06/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;ITAPOA;OUTRO LOCAL;2025;1;01/2025;0
01/01/2025;09:30:00;18/06/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;BRISAMAR;OUTRO LOCAL;2025;1;01/2025;0
01/01/2025;00:00:00;23/06/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;SERRA DOURADA II;AMBIENTE WEB;2025;1;01/2025;1
01/01/2025;08:00:00;26/06/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;GOVERNADOR LINDENBERG;NOVO BRASIL;RESIDÊNCIA;2025;1;01/2025;0
01/01/2025;12:00:00;11/12/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;BELA AURORA;COMÉRCIO;2025;1;01/2025;0
02/01/2025;07:00:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;JOSE DE ANCHIETA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;11:00:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;CASTELO BRANCO;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;09:53:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;GUARAPARI;ITAPEBUSSU;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;08:00:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;CENTRO;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;Indeterminada;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;LINHARES;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;Indeterminada;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;RIO BANANAL;SAO SEBASTIAO;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;00:00:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;MONTANHA;DECAO;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;11:00:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;ARACRUZ;PRAIA FORMOSA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;10:39:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;NOVA BRASILIA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;Indeterminada;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;NOVA VENECIA;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;Indeterminada;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;ITAPEMIRIM;ITAOCA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;13:22:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;GUARAPARI;CENTRO;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;09:30:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;PRAIA DA COSTA;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;Indeterminada;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;LINHARES;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;02:00:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;GUARAPARI;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;Indeterminada;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;NOVA CARAPINA II;VIA PÚBLICA;2025;1;01/2025;0
02/01/2025;15:00:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;GUARAPARI;JABUTI;RESIDÊNCIA;2025;1;01/2025;0
02/01/2025;18:00:00;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VIANA;AREINHA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;Indeterminada;02/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;BRISAMAR;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;10:30:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;COLATINA;PERPETUO SOCORRO;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;17:00:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;16:00:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;VILA GUARANHUNS;RESIDÊNCIA;2025;1;01/2025;0
02/01/2025;11:00:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;JARDIM DA PENHA;RESIDÊNCIA;2025;1;01/2025;0
02/01/2025;12:00:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;LINHARES;INTERLAGOS;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;13:25:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;PONTAL DE CAMBURI;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;12:44:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;ICONHA;BOM DESTINO;RESIDÊNCIA;2025;1;01/2025;0
02/01/2025;10:30:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;UNIVERSITARIO;RESIDÊNCIA;2025;1;01/2025;0
02/01/2025;12:35:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;GRANDE VITORIA;COMÉRCIO;2025;1;01/2025;0
02/01/2025;21:29:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;ALEGRE;ANUTIBA;VIA PÚBLICA;2025;1;01/2025;0
02/01/2025;16:38:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;10:00:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CACHOEIRO DE ITAPEMIRIM;SAO LUIZ GONZAGA;RESIDÊNCIA;2025;1;01/2025;0
02/01/2025;11:51:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;JERONIMO MONTEIRO;PARADA CRISTAL;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;13:22:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;GUARAPARI;OUTRO LOCAL;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;11:58:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;GUARAPARI;MUQUICABA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;16:30:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;ANCHIETA;SIMPATIA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;14:02:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;NOVA VENECIA;RUBIA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;15:00:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;BARRA DE SAO FRANCISCO;SANTO ANTONIO;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;13:29:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SAO ROQUE DO CANAA;SAO ROQUINHO;AGÊNCIA BANCÁRIA;2025;1;01/2025;0
02/01/2025;18:13:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VIANA;MARCILIO DE NORONHA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;21:27:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VIANA;MARCILIO DE NORONHA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;Indeterminada;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;AGUIA BRANCA;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;13:35:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;GRANDE VITORIA;COMÉRCIO;2025;1;01/2025;0
02/01/2025;11:55:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;JARDIM GUADALAJARA;VIA PÚBLICA;2025;1;01/2025;0
02/01/2025;16:30:00;03/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;PRAIA DE ITAPARICA;RESIDÊNCIA;2025;1;01/2025;0
02/01/2025;02:00:00;05/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;PRESIDENTE MEDICE;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;17:10:00;05/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CACHOEIRO DE ITAPEMIRIM;CENTRO;AGÊNCIA BANCÁRIA;2025;1;01/2025;0
02/01/2025;11:00:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;JARDIM GUARANHUNS;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;15:00:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;LINHARES;PLANALTO;AGÊNCIA BANCÁRIA;2025;1;01/2025;0
02/01/2025;14:00:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;LINHARES;INTERLAGOS;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;09:09:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SAO GABRIEL DA PALHA;SANTA HELENA;RESIDÊNCIA;2025;1;01/2025;0
02/01/2025;21:40:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SAO GABRIEL DA PALHA;JARDIM DE INFANCIA;RESIDÊNCIA;2025;1;01/2025;0
02/01/2025;20:00:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;PRAIA DA COSTA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;21:27:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;MARUIPE;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;13:40:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CONCEICAO DA BARRA;ITAUNAS;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;17:00:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SANTA MARIA DE JETIBA;SAO LUIS;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;11:34:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SANTA MARIA DE JETIBA;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;Indeterminada;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;ITAPEMIRIM;CAMPO ACIMA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;13:00:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;ALVORADA;TRANSP POR APP;2025;1;01/2025;0
02/01/2025;10:00:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;ITACIBA;RESIDÊNCIA;2025;1;01/2025;0
02/01/2025;12:00:00;06/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;GUARAPARI;SAO GABRIEL;RESIDÊNCIA;2025;1;01/2025;0
02/01/2025;15:00:00;07/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;ARACRUZ;JARDINS;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;18:00:00;07/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;IRUPI;JOAO BUTICA;AGÊNCIA BANCÁRIA;2025;1;01/2025;0
02/01/2025;08:00:00;07/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;LINHARES;JOSE RODRIGUES MACIEL;COMÉRCIO;2025;1;01/2025;0
02/01/2025;12:10:00;07/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;JARDIM LIMOEIRO;AGÊNCIA BANCÁRIA;2025;1;01/2025;0
02/01/2025;Indeterminada;07/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;NOVA VALVERDE;AGÊNCIA BANCÁRIA;2025;1;01/2025;0
02/01/2025;12:35:00;08/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;PRAIA DA COSTA;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;13:02:00;08/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VILA VELHA;GLORIA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;15:00:00;09/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;CAMPO GRANDE;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;12:11:00;09/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;PLANALTO SERRANO;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;16:11:00;09/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;IBATIBA;NOVO HORIZONTE;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;Indeterminada;10/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;MARIO CYPRESTE;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;Indeterminada;10/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;LINHARES;BNH;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;13:44:00;10/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;ARACRUZ;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;12:55:00;11/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CARIACICA;PORTO DE SANTANA;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;07:29:00;11/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;CACHOEIRO DE ITAPEMIRIM;SAO JOAQUIM;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;13:54:00;13/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;IBATIBA;ZONA RURAL;OUTRO LOCAL;2025;1;01/2025;0
02/01/2025;Indeterminada;13/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SAO MATEUS;OUTRO LOCAL;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;10:09:00;13/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;SERRA;SERRA CENTRO;COMÉRCIO;2025;1;01/2025;0
02/01/2025;18:44:00;15/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;GUARAPARI;SOL NASCENTE;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;09:21:00;15/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;JERONIMO MONTEIRO;CENTRO;COMÉRCIO;2025;1;01/2025;0
02/01/2025;Indeterminada;15/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;VITORIA;PRAIA DO CANTO;AMBIENTE WEB;2025;1;01/2025;1
02/01/2025;14:44:00;16/01/2025;BU;CRIMES CONTRA PATRIMÔNIO: ESTELIONATO/FRAUDE;LINHARES;RIO QUARTEL;AMBIENTE WEB;2025;1;01/2025;1
